year,head_no,programme_no,programme_name,actual,original,revised,estimate
2010,94,1,Processing of Legal Aid Applications,80.5,83.1,80.4,81.8
2010,94,2,Litigation Services,539.8,628.1,597.0,627.4
2010,94,3,Support Services,29.2,29.9,32.9,33.1
2010,94,4,Official Solicitor’s Office,11.7,11.4,10.9,10.7
2010,94,0,total,661.2,752.5,721.2,753.0
2010,95,1,Recreation and Sports,2477.8,2654.2,2632.9,2603.9
2010,120,1,Public and Judicial Service Pension Benefits,15665.8,17548.1,16888.1,18555.5
2010,120,2,War Memorial Pensions/Volunteer Pensions,34.1,34.5,31.9,31.9
2010,95,2,Horticulture and Amenities,585.4,594.2,608.4,652.7
2010,95,3,Heritage and Museums,519.2,601.5,586.2,599.0
2010,95,4,Performing Arts,797.3,822.9,825.8,839.6
2010,95,5,Public Libraries,717.8,753.3,755.0,759.5
2010,95,0,total,5097.5,5426.1,5408.3,5454.7
2010,96,1,Commercial Relations,125.8,146.6,134.2,143.4
2010,96,2,Public Relations,103.4,114.3,102.5,109.5
2010,96,3,Investment Promotion,49.0,53.8,47.9,50.8
2010,96,0,total,278.2,314.7,284.6,303.7
2010,100,1,Infrastructure,41.8,44.8,44.3,42.2
2010,100,2,Port Services,321.9,334.7,337.4,352.7
2010,100,3,Local Services,93.1,99.6,94.0,94.2
2010,100,4,Services to Ships,62.1,71.8,66.6,66.3
2010,100,5,Government Fleet,396.6,410.0,397.3,408.9
2010,100,0,total,915.5,960.9,939.6,964.3
2010,112,1,Remuneration and Reimbursements for Members,144.0,141.6,140.0,140.0
2010,112,2,General and Secretariat Services,187.4,193.2,191.5,199.9
2010,112,3,Legal Service,27.7,29.7,32.8,32.1
2010,112,4,Redress System,15.1,16.4,15.5,15.8
2010,112,5,Research and Library Services,25.1,26.6,24.3,26.6
2010,112,0,total,399.3,407.5,404.1,414.4
2010,114,1,Complaints Administration,89.0,90.3,90.0,88.5
2010,114,0,total,89.0,90.3,90.0,88.5
2010,116,1,Official Receiver’s Office,114.7,140.9,122.0,138.6
2010,116,0,total,114.7,140.9,122.0,138.6
2010,118,1,Territorial Planning,83.5,92.5,90.1,98.8
2010,118,2,District Planning,276.2,289.6,281.7,273.2
2010,118,3,Ordinance Review,2.3,2.6,1.5,1.4
2010,118,4,Town Planning Information Services,16.1,17.0,16.6,15.8
2010,121,1,Police Complaints Administration,17.4,28.3,27.3,27.2
2010,121,0,total,17.4,28.3,27.3,27.2
2010,122,1,Maintenance of Law and Order in the Community,6027.5,6093.6,6184.2,6316.8
2010,122,2,Prevention and Detection of Crime,2627.8,2609.3,2599.9,2645.9
2010,122,3,Road Safety,975.2,1290.0,1274.7,1292.7
2010,122,4,Operations,2608.9,2580.2,2562.1,2787.0
2010,122,0,total,12239.4,12573.1,12620.9,13042.4
2010,136,1,Public Service Commission,18.1,17.1,17.0,16.5
2010,136,0,total,18.1,17.1,17.0,16.5
2010,137,1,Director of Bureau’s Office,11.4,14.4,14.2,14.2
2010,137,2,Power,17.4,23.3,21.2,25.2
2010,137,3,Sustainable Development,23.6,32.5,27.8,31.2
2010,137,0,total,52.4,70.2,63.2,70.6
2010,138,1,Director of Bureau’s Office,7.8,11.4,8.1,11.1
2010,138,2,"Buildings, Lands and Planning",288.7,297.6,654.7,1163.5
2010,138,3,Development Opportunities Office,,,3.0,4.5
2010,138,0,total,296.5,309.0,665.8,1179.1
2010,139,1,Director of Bureau’s Office,9.2,11.6,11.0,10.8
2010,139,2,"Agriculture, Fisheries and Food Safety",18.6,66.7,28.6,40.0
2010,139,3,Environmental Hygiene,15.8,19.2,30.8,20.0
2010,139,0,total,43.6,97.5,70.4,70.8
2010,140,1,Health,98.3,221.2,211.6,333.9
2010,140,2,Subvention: Hospital Authority,32770.2,33041.4,32727.2,34123.1
2010,140,3,Subvention: Prince Philip Dental Hospital,121.9,124.5,124.5,127.2
2010,140,0,total,32990.4,33387.1,33063.3,34584.2
2010,141,1,Director of Bureau’s Office,7.5,12.2,8.8,11.5
2010,141,2,Social Welfare,113.9,200.6,141.1,184.1
2010,141,3,Women’s Interests,16.1,23.5,19.6,23.8
2010,141,4,Manpower Development,65.0,73.9,64.9,62.3
2010,141,5,Subvention: Skills Centres,84.6,91.9,91.6,90.8
2010,151,2,Internal Security,116.0,128.3,123.5,127.4
2010,141,6,Subvention: Guardianship Board and Environmental Advisory Service,5.9,5.8,5.6,5.6
2010,141,7,Subvention: Vocational Training Council (Vocational Training),175.7,161.5,161.1,159.8
2010,141,0,total,468.7,569.4,492.7,537.9
2010,142,1,Efficiency Unit,130.2,138.2,138.4,137.5
2010,142,2,Government Records Service,31.8,32.9,32.2,32.7
2010,142,3,CSO-Administration Wing,254.1,307.1,276.0,312.6
2010,142,4,Protocol Division,38.0,42.9,42.8,41.9
2010,142,0,total,454.1,521.1,489.4,524.7
2010,143,1,Director of Bureau’s Office,6.3,6.3,6.2,6.1
2010,143,2,Human Resource Management,203.4,198.5,200.9,197.2
2010,143,3,Translation and Interpretation Services and Use of Official Languages,107.1,109.3,107.0,106.2
2010,143,4,Civil Service Training and Development,97.1,103.8,101.2,100.7
2010,143,0,total,413.9,417.9,415.3,410.2
2010,144,1,Director of Bureau’s Office,7.9,10.5,8.3,10.1
2010,144,2,Constitutional and Mainland Affairs,72.2,163.3,126.2,262.0
2010,144,3,Mainland Offices,113.1,121.0,115.1,122.0
2010,144,4,Rights of the Individual,25.1,49.8,42.9,43.9
2010,144,5,Subvention: Equal Opportunities Commission and Office of the Privacy Commissioner for Personal Data,119.4,120.6,125.3,131.7
2010,144,0,total,337.7,465.2,417.8,569.7
2010,147,1,Director of Bureau’s Office,10.4,12.2,11.9,11.9
2010,147,2,Revenue and Financial Control,118.8,133.7,122.3,130.1
2010,147,3,Service Departments,46.0,47.5,45.9,50.3
2010,147,0,total,175.2,193.4,180.1,192.3
2010,148,1,Financial Services,8726.9,140.2,140.2,160.8
2010,148,0,total,8726.9,140.2,140.2,160.8
2010,151,3,Immigration Control,30.7,32.7,34.5,106.1
2010,151,0,total,154.6,172.6,168.2,245.5
2010,152,1,Director of Bureau’s Office,9.6,12.1,9.8,11.5
2010,152,2,Commerce and Industry,137.2,155.7,146.1,150.5
2010,152,3,Subvention: Hong Kong Trade Development Council,360.0,370.8,370.8,374.5
2010,152,4,"Posts, Competition Policy and Consumer Protection",10.8,10.4,11.1,20.7
2010,152,5,Subvention: Consumer Council,76.8,77.2,78.4,76.7
2010,152,6,Travel and Tourism,112.8,92.3,114.0,126.0
2010,152,7,Subvention: Hong Kong Tourism Board,464.9,502.2,501.5,499.5
2010,152,8,Public Safety,0.4,0.4,0.4,0.4
2010,152,0,total,1172.5,1221.1,1232.1,1259.8
2010,155,1,Support for Research and Development,23.7,25.5,26.0,28.0
2010,155,2,Fostering University-Industry Collaboration,6.8,7.5,7.6,7.3
2010,155,3,Promotion of Technological Entrepreneurship,7.2,7.1,6.8,7.4
2010,155,4,Planning for Innovation and Technology Development,35.3,33.6,30.6,29.3
2010,155,5,Infrastructural Support,15.2,14.8,13.4,13.0
2010,155,6,Quality Support,56.0,57.4,60.8,76.3
2010,155,7,"Subvention: Hong Kong Productivity Council, Hong Kong Applied Science and Technology Research Institute Company Limited",307.1,309.8,309.3,304.8
2010,155,0,total,451.3,455.7,454.5,466.1
2010,156,1,Director of Bureau’s Office,10.7,12.4,12.0,11.8
2010,156,2,Primary Education,10767.7,11216.8,10968.0,11064.0
2010,156,3,Secondary Education,18847.5,20497.4,19427.1,19978.0
2010,156,4,Special Education,1369.0,1494.1,1434.3,1496.6
2010,156,5,Other Educational Services and Subsidies,2393.2,2635.5,2601.0,3063.9
2010,156,6,Vocational Education,1634.6,1663.4,1746.3,1696.5
2010,156,7,Policy and Support,1586.4,1841.9,1736.4,1909.3
2010,156,0,total,36609.1,39361.5,37925.1,39220.1
2010,158,1,Director of Bureau’s Office,9.4,12.4,10.2,12.1
2010,188,4,Management of Funds,4.8,5.9,6.4,7.0
2010,158,2,Land and Waterborne Transport,69.3,76.7,74.8,76.3
2010,158,3,Air and Sea Communications and Logistics Development,38.1,45.4,42.0,46.0
2010,158,0,total,116.8,134.5,127.0,134.4
2010,159,1,Water Supply,11.5,11.7,10.4,10.2
2010,159,2,Heritage Conservation,24.1,31.7,32.7,35.8
2010,159,3,"Greening, Landscape and Tree Management@",3.9,4.7,9.6,28.5
2010,159,4,Intra-Governmental Services@,160.1,190.9,177.7,184.7
2010,159,0,total,199.6,239.0,230.4,259.2
2010,160,1,Radio,176.9,213.1,194.7,214.7
2010,160,2,Public Affairs Television,239.5,239.1,237.6,232.0
2010,160,3,School Educational Television,34.6,33.9,32.8,30.2
2010,160,4,New Media,19.8,21.9,19.3,20.3
2010,160,0,total,470.8,508.0,484.4,497.2
2010,162,1,Statutory Valuation and Assessments,241.3,255.1,246.8,256.9
2010,162,2,Collection and Billing of Rates and Government Rent,44.1,46.3,46.1,48.1
2010,162,3,Provision of Valuation and Property Information Services,73.0,76.0,73.1,72.8
2010,162,4,Landlord and Tenant Services,22.8,25.7,25.8,25.8
2010,162,0,total,381.2,403.1,391.8,403.6
2010,163,1,Electoral Services,323.4,78.4,74.8,247.2
2010,163,0,total,323.4,78.4,74.8,247.2
2010,166,1,Government Flying Service,232.5,275.6,251.9,553.5
2010,166,0,total,232.5,275.6,251.9,553.5
2010,168,1,Weather Services,172.6,186.7,186.4,182.0
2010,168,2,Radiation Monitoring and Assessment,23.4,23.9,23.8,24.1
2010,168,3,Time Standard and Geophysical Services,10.3,9.9,9.9,9.8
2010,168,0,total,206.3,220.5,220.1,215.9
2010,169,1,Compliance with Interception and Surveillance Legislation,10.1,12.8,11.8,13.9
2010,169,0,total,10.1,12.8,11.8,13.9
2010,170,1,Family and Child Welfare,1590.6,1785.3,1714.7,1792.0
2010,188,0,total,311.9,336.1,323.4,339.1
2010,170,2,Social Security,28161.7,27940.3,28952.3,28266.6
2010,170,3,Services for Elders,3718.8,3980.8,3898.3,4067.8
2010,170,4,Rehabilitation and Medical Social Services,3094.3,3377.9,3236.2,3513.3
2010,170,5,Services for Offenders,291.1,309.0,303.5,306.2
2010,170,6,Community Development,152.0,152.8,152.2,148.9
2010,170,7,Young People,1524.9,1559.0,1547.4,1550.9
2010,170,0,total,38533.4,39105.1,39804.6,39645.7
2010,173,1,Student Assistance Scheme,3551.0,3905.8,4009.9,3559.3
2010,173,0,total,3551.0,3905.8,4009.9,3559.3
2010,174,1,Secretariat services for the following advisory bodies on civil service and judicial salaries and conditions of service— • Standing Commission on Civil Service Salaries and Conditions of Service • Standing Committee on Disciplined Services Salaries and Conditions of Service • Standing Committee on Directorate Salaries and Conditions of Service • Standing Committee on Judicial,27.3,27.3,23.4,20.0
2010,174,0,total,27.3,27.3,23.4,20.0
2010,180,1,Broadcast Monitoring and Regulation,32.8,53.2,53.2,32.0
2010,180,2,Film Classification and Control of Obscene and Indecent Articles,31.4,32.6,32.7,35.2
2010,180,3,Entertainment Licensing,11.4,11.9,11.8,11.8
2010,180,0,total,75.6,97.7,97.7,79.0
2010,181,1,Commercial Relations,77.8,88.4,91.1,92.0
2010,181,2,Trade Support and Facilitation,135.2,122.7,117.4,118.5
2010,181,3,Support for Small and Medium Enterprises and Industries,328.9,370.0,524.1,783.3
2010,181,0,total,541.9,581.1,732.6,993.8
2010,186,1,Planning and Development,212.0,232.7,225.4,229.4
2010,186,2,Licensing of Vehicles and Drivers,238.0,250.3,239.5,252.0
2010,186,3,District Traffic and Transport Services,346.9,364.9,351.0,360.5
2010,186,4,Management of Transport Services,237.0,321.7,236.9,378.7
2010,186,5,Transport Services for Persons with Disabilities,55.4,46.6,46.3,48.6
2010,186,0,total,1089.3,1216.2,1099.1,1269.2
2010,188,1,"Central Accounting, Collections and Payments",105.5,119.0,106.0,120.2
2010,188,2,"Payment of Salaries, Pensions and Benefits",100.4,103.7,103.7,104.1
2010,188,3,Accounting and Financial Information Systems,101.2,107.5,107.3,107.8
2010,190,1,University Grants Committee,30364.3,11645.8,11553.3,10982.2
2010,190,0,total,30364.3,11645.8,11553.3,10982.2
2010,194,1,Water Supply: Planning and Distribution,4768.5,5224.5,5218.7,5415.9
2010,194,2,Water Quality Control,144.5,143.6,143.7,142.5
2010,194,3,Customer Services,389.3,387.3,387.3,385.9
2010,194,0,total,5302.3,5755.4,5749.7,5944.3
2011,21,1,Chief Executive’s Office,65.9,64.6,64.5,67.1
2011,21,2,Executive Council,18.0,18.0,18.1,18.1
2011,21,0,total,83.9,82.6,82.6,85.2
2011,22,1,"Agriculture, Fisheries and Fresh Food Wholesale Markets",189.0,214.5,198.8,212.3
2011,22,2,Nature Conservation and Country Parks,458.1,497.0,491.9,509.7
2011,22,3,"Animal, Plant and Fisheries Regulation and Technical Services",217.0,231.6,223.0,242.2
2011,22,0,total,864.1,943.1,913.7,964.2
2011,23,1,Auxiliary Medical Service,69.3,65.0,64.7,66.4
2011,23,0,total,69.3,65.0,64.7,66.4
2011,24,1,Regularity Audit,36.7,37.3,36.8,37.8
2011,24,2,Value for Money Audit,81.7,84.3,82.7,83.3
2011,24,0,total,118.4,121.6,119.5,121.1
2011,25,1,Monitoring and Advisory Services,201.4,198.0,200.1,203.4
2011,25,2,Facilities Upkeep,775.4,795.7,798.4,824.7
2011,25,3,Facilities Development,548.2,542.2,547.3,537.3
2011,25,0,total,1525.0,1535.9,1545.8,1565.4
2011,26,1,Trade Statistics,133.5,150.0,132.6,150.1
2011,26,2,Social Statistics,90.1,142.6,132.1,385.8
2011,26,3,National Accounts and Balance of Payments Statistics,69.7,73.9,66.2,72.0
2011,26,4,General Statistical Services,27.6,28.5,27.8,35.0
2011,26,5,Price/Industry/Service Statistics,123.1,137.0,121.7,120.0
2011,26,6,Labour Statistics,62.9,67.2,59.3,64.7
2011,26,0,total,506.9,599.2,539.7,827.6
2011,27,1,Civil Aid Service,85.4,78.3,78.5,81.7
2011,27,0,total,85.4,78.3,78.5,81.7
2011,28,1,Flight Standards,75.8,85.0,76.5,87.1
2011,28,2,Airport Standards,33.2,33.2,32.9,33.8
2011,28,3,Air Traffic Management,307.5,328.9,310.0,334.4
2011,28,4,Air Traffic Engineering and Standards,231.6,242.8,239.5,265.8
2011,28,5,Air Services,33.2,35.0,33.9,36.2
2011,28,6,Air Passenger Departure Tax Administration,1.5,1.5,1.5,1.5
2011,28,0,total,682.8,726.4,694.3,758.8
2011,30,1,Prison Management,1987.7,2082.7,2041.3,2096.5
2011,30,2,Re-integration,740.8,762.8,762.5,799.4
2011,30,0,total,2728.5,2845.5,2803.8,2895.9
2011,31,1,Control and Enforcement,1704.2,1768.3,1733.3,1847.7
2011,31,2,Anti-narcotics Investigation,139.3,144.2,143.5,146.0
2011,31,3,Intellectual Property Rights and Consumer Protection,264.2,284.6,246.9,254.8
2011,31,4,Revenue Protection and Collection,129.7,131.2,127.2,129.1
2011,31,5,Trade Controls,171.2,181.1,177.8,188.1
2011,31,0,total,2408.6,2509.4,2428.7,2565.7
2011,33,1,Tourism and Recreational Development,37.0,38.6,36.8,38.7
2011,33,2,Port and Marine Facilities,178.0,173.7,172.0,178.2
2011,33,3,Provision of Land and Infrastructure,287.6,294.6,292.1,299.5
2011,33,4,Slope Safety and Geotechnical Standards,286.4,291.3,288.0,290.7
2011,33,5,Greening and Technical Services,99.7,112.2,111.1,107.7
2011,33,6,"Supervision of Mining, Quarrying and Explosives",47.8,49.1,51.7,52.8
2011,33,7,Management of Construction and Demolition Materials,884.7,1144.3,678.4,1000.1
2011,33,8,Advice on Development Proposals,29.3,28.8,28.6,28.8
2011,33,0,total,1850.5,2132.6,1658.7,1996.5
2011,37,1,Statutory Functions,395.5,440.3,414.3,502.6
2011,37,2,Disease Prevention,2003.0,2135.1,1654.3,2241.6
2011,37,3,Health Promotion,220.9,288.7,275.7,292.8
2011,37,4,Curative Care,650.9,652.4,651.9,725.1
2011,37,5,Rehabilitation,79.1,80.1,81.0,82.3
2011,37,6,Treatment of Drug Abusers,129.7,133.1,128.5,132.4
2011,37,7,Medical and Dental Treatment for Civil Servants,669.1,823.5,764.6,886.5
2011,37,8,Personnel Management of Civil Servants Working in Hospital Authority,6.7,6.9,7.0,7.0
2011,37,0,total,4154.9,4560.1,3977.3,4870.3
2011,39,1,Stormwater Drainage,422.7,410.2,413.5,406.0
2011,39,2,Sewage Services,1342.6,1398.2,1392.1,1444.5
2011,39,0,total,1765.3,1808.4,1805.6,1850.5
2011,42,1,"Energy Supply; Electrical, Gas and Nuclear Safety",107.1,104.7,105.8,109.2
2011,42,2,Mechanical Installations Safety,51.4,48.1,48.5,51.7
2011,42,3,"Energy Efficiency and Conservation, and Alternative Energy",244.6,182.4,182.8,119.5
2011,42,4,Centralised Services and Special Support,67.8,65.7,66.2,65.0
2011,42,0,total,470.9,400.9,403.3,345.4
2011,44,1,Waste,1373.6,1371.2,1328.8,1441.5
2011,44,2,Air,498.6,458.0,565.4,558.6
2011,44,3,Noise,96.3,96.3,96.6,96.6
2011,44,4,Water,237.4,236.4,235.9,240.7
2011,44,5,Environmental Assessment and Planning,81.1,80.5,81.1,81.7
2011,44,6,Nature Conservation,9.2,6.1,6.3,6.4
2011,44,0,total,2296.2,2248.5,2314.1,2425.5
2011,45,1,Fire Service,2409.5,2576.2,2495.5,2641.4
2011,45,2,Fire Protection and Prevention,312.9,326.7,322.6,326.2
2011,45,3,Ambulance Service,1116.9,1190.0,1137.9,1237.6
2011,45,0,total,3839.3,4092.9,3956.0,4205.2
2011,46,1,General Expenses of the Civil Service,2664.0,2792.7,2667.5,2848.0
2011,46,0,total,2664.0,2792.7,2667.5,2848.0
2011,47,1,Use of IT in Government,472.9,468.7,465.8,470.6
2011,47,2,IT Infrastructure and Standards,47.3,47.2,45.7,45.7
2011,74,1,Public Relations Outside Hong Kong,82.2,87.4,82.1,86.1
2011,47,3,IT in the Community,129.8,64.6,65.5,141.3
2011,47,0,total,650.0,580.5,577.0,657.6
2011,48,1,Statutory Testing,124.5,152.8,146.1,156.5
2011,48,2,Advisory and Investigative Services,61.0,74.5,74.2,62.8
2011,48,3,Forensic Science Services,123.6,127.7,127.2,128.2
2011,48,0,total,309.1,355.0,347.5,347.5
2011,49,1,Food Safety and Public Health,754.5,771.5,760.2,824.9
2011,49,2,Environmental Hygiene and Related Services,2193.6,2427.4,2302.2,2387.0
2011,49,3,Market Management and Hawker Control,1346.0,1325.5,1322.5,1337.0
2011,49,4,Public Education and Community Involvement,24.3,19.0,22.7,23.9
2011,49,0,total,4318.4,4543.4,4407.6,4572.8
2011,51,1,Acquisition and Allocation,724.3,752.4,745.4,762.1
2011,51,2,Property Management,889.1,979.9,944.3,999.6
2011,51,3,Estate Utilisation,36.9,37.7,37.1,38.8
2011,51,0,total,1650.3,1770.0,1726.8,1800.5
2011,53,1,Director of Bureau’s Office,11.0,10.9,10.9,10.9
2011,53,2,Social Harmony and Civic Education,187.5,254.5,233.5,273.9
2011,53,3,"District, Community, and Public Relations",3030.2,47.4,37.5,34.5
2011,53,4,"Recreation, Sport and Entertainment Licensing",51.3,94.5,1596.3,93.8
2011,53,5,Culture,69.8,100.5,1658.5,88.3
2011,53,6,"Subvention: HKSIL, HKAPA, HKADC and Major Performing Arts Groups",794.6,732.2,733.3,736.6
2011,53,7,Subvention: DLS and LASC,103.5,108.3,108.1,120.5
2011,53,0,total,4247.9,1348.3,4378.1,1358.5
2011,55,1,Broadcasting and Creative Industries,195.7,268.3,232.8,293.5
2011,55,2,Telecommunications,22.7,23.1,16.6,17.4
2011,55,0,total,218.4,291.4,249.4,310.9
2011,59,1,Procurement,46.6,49.4,45.7,52.3
2011,59,2,Supplies Management,63.1,69.6,59.8,68.6
2011,59,3,Land Transport,155.2,160.7,162.7,169.0
2011,59,4,Printing Services,202.0,212.1,213.0,209.6
2011,59,0,total,466.9,491.8,481.2,499.5
2011,72,4,Enlisting Support,65.3,69.1,68.4,69.9
2011,72,0,total,766.9,814.2,784.3,824.1
2011,60,1,Capital Projects,290.9,287.0,284.2,300.4
2011,60,2,District and Maintenance,1162.9,1145.8,1144.3,1157.0
2011,60,3,Railway Development,88.2,82.5,81.9,101.0
2011,60,4,Technical Services,648.7,679.1,657.0,672.1
2011,60,0,total,2190.7,2194.4,2167.4,2230.5
2011,62,1,Building Control,74.4,73.4,73.9,89.9
2011,62,2,Private Housing,17.4,17.3,17.3,18.3
2011,62,3,Appeal Panel (Housing),8.6,9.0,8.7,8.9
2011,62,4,Rehousing of Occupants upon Clearance,15.6,17.4,16.3,17.7
2011,62,5,Support Services,11.8,11.6,18.2,11.3
2011,62,0,total,127.8,128.7,134.4,146.1
2011,63,1,District Administration,601.6,618.9,611.2,670.7
2011,63,2,Community Building,742.5,759.2,958.4,835.1
2011,63,3,Local Environmental Improvements,174.0,208.2,188.1,208.8
2011,63,4,Licensing,37.3,35.4,34.8,36.6
2011,63,5,Territory Planning and Development,17.7,18.0,17.5,18.2
2011,63,0,total,1573.1,1639.7,1810.0,1769.4
2011,70,1,Pre-entry Control,216.4,219.0,213.0,221.4
2011,70,2,Control upon Entry,1576.2,1599.3,1550.3,1614.4
2011,70,3,Control after Entry,565.8,685.1,644.0,685.4
2011,70,4,Personal Documentation,473.1,517.7,512.9,532.5
2011,70,5,Nationality and Assistance to HKSAR Residents outside Hong Kong,18.1,18.3,17.7,18.3
2011,70,0,total,2849.6,3039.4,2937.9,3072.0
2011,72,1,Corruption Prevention,52.6,55.6,50.7,55.8
2011,72,2,Operations,585.8,622.6,598.8,630.7
2011,72,3,Preventive Education,63.2,66.9,66.4,67.7
2011,74,2,Local Public Relations and Public Information,154.0,157.5,155.5,159.8
2011,74,3,Public Opinion,18.1,18.9,18.8,19.8
2011,74,4,Civic Responsibility,43.3,45.2,42.1,45.7
2011,74,5,Publishing,57.4,64.8,59.6,64.5
2011,74,0,total,355.0,373.8,358.1,375.9
2011,76,1,Assessing Functions,826.3,933.4,859.5,949.4
2011,76,2,Collection,129.5,136.1,129.6,136.7
2011,76,3,Investigation and Field Audit,174.8,182.5,173.9,182.1
2011,76,4,Taxpayer Services,21.0,21.9,21.1,22.1
2011,76,0,total,1151.6,1273.9,1184.1,1290.3
2011,78,1,Statutory Functions,73.0,73.5,72.3,74.8
2011,78,2,Protection of Intellectual Property,22.2,22.6,22.7,23.0
2011,78,0,total,95.2,96.1,95.0,97.8
2011,79,1,Investment Promotion,111.3,105.8,106.0,110.6
2011,79,0,total,111.3,105.8,106.0,110.6
2011,80,1,"Courts, Tribunals and Various Statutory Functions",750.7,844.1,781.8,861.9
2011,80,2,Support Services for Courts’ Operation,249.5,271.5,256.1,276.0
2011,80,0,total,1000.2,1115.6,1037.9,1137.9
2011,82,1,Buildings and Building Works,883.6,867.8,854.2,994.0
2011,82,0,total,883.6,867.8,854.2,994.0
2011,90,1,Labour Relations,117.1,122.0,117.4,123.7
2011,90,2,Employment Services,471.6,468.4,390.3,523.7
2011,90,3,Safety and Health at Work,354.2,345.6,340.4,354.0
2011,90,4,Employee Rights and Benefits,225.9,230.3,233.2,297.0
2011,90,0,total,1168.8,1166.3,1081.3,1298.4
2011,91,1,Land Administration,1251.3,1319.8,1266.3,1326.5
2011,91,2,Survey and Mapping,408.6,418.1,417.4,427.1
2011,91,3,Legal Advice,51.0,55.5,53.3,56.5
2011,91,0,total,1710.9,1793.4,1737.0,1810.1
2011,92,1,Prosecutions,422.7,421.3,414.8,428.1
2011,92,2,Civil,382.3,391.1,384.8,418.5
2011,92,3,Legal Policy,64.4,75.0,67.7,74.1
2011,92,4,Law Drafting,78.7,82.6,79.7,82.0
2011,92,5,International Law,37.5,39.9,39.3,40.5
2011,92,0,total,985.6,1009.9,986.3,1043.2
2011,94,1,Processing of Legal Aid Applications,80.2,81.8,82.7,86.5
2011,94,2,Litigation Services,592.9,627.4,622.0,656.3
2011,94,3,Support Services,31.0,33.1,30.4,30.4
2011,94,4,Official Solicitor’s Office,11.4,10.7,11.0,11.1
2011,94,0,total,715.5,753.0,746.1,784.3
2011,95,1,Recreation and Sports,2566.0,2603.9,2569.9,2715.3
2011,95,2,Horticulture and Amenities,612.8,652.7,642.6,663.9
2011,95,3,Heritage and Museums,587.0,599.0,594.5,612.4
2011,95,4,Performing Arts,824.2,839.6,855.9,862.2
2011,95,5,Public Libraries,746.7,759.5,746.4,776.2
2011,95,0,total,5336.7,5454.7,5409.3,5630.0
2011,96,1,Commercial Relations,132.1,143.4,142.2,144.4
2011,96,2,Public Relations,102.3,109.5,105.9,106.4
2011,96,3,Investment Promotion,48.2,50.8,48.3,48.5
2011,96,0,total,282.6,303.7,296.4,299.3
2011,100,1,Infrastructure,43.4,42.2,41.3,41.3
2011,100,2,Port Services,326.6,352.7,347.3,385.9
2011,100,3,Local Services,93.2,94.2,91.9,92.6
2011,100,4,Services to Ships,65.8,66.3,68.9,70.5
2011,100,5,Government Fleet,391.4,408.9,390.8,398.6
2011,100,0,total,920.4,964.3,940.2,988.9
2011,112,1,Remuneration and Reimbursements for Members,150.5,140.0,139.8,152.1
2011,112,2,General and Secretariat Services,193.0,199.9,218.0,315.5
2011,112,3,Legal Service,31.2,32.1,35.2,39.2
2011,112,4,Redress System,16.3,15.8,18.0,21.6
2011,112,5,Research and Library Services,25.8,26.6,30.2,38.6
2011,112,0,total,416.8,414.4,441.2,567.0
2011,114,1,Complaints Administration,90.0,88.5,89.1,89.4
2011,114,0,total,90.0,88.5,89.1,89.4
2011,116,1,Official Receiver’s Office,115.4,138.6,122.9,136.3
2011,116,0,total,115.4,138.6,122.9,136.3
2011,118,1,Territorial Planning,88.7,98.8,90.0,83.7
2011,118,2,District Planning§,276.2,274.6,282.1,297.0
2011,118,3,Town Planning Information Services,16.1,15.8,16.0,16.1
2011,118,4,Technical Services,83.6,86.4,82.5,82.7
2011,118,0,total,464.6,475.6,470.6,479.5
2011,120,1,Public and Judicial Service Pension Benefits,16879.0,18555.5,17969.5,19741.9
2011,120,2,War Memorial Pensions/Volunteer Pensions,31.9,31.9,30.5,30.5
2011,120,0,total,16910.9,18587.4,18000.0,19772.4
2011,121,1,Police Complaints Administration,26.4,27.2,28.5,35.2
2011,121,0,total,26.4,27.2,28.5,35.2
2011,122,1,Maintenance of Law and Order in the Community,6245.0,6316.8,6294.2,6409.2
2011,122,2,Prevention and Detection of Crime,2779.4,2645.9,2646.1,2677.8
2011,122,3,Road Safety,1067.4,1292.7,1297.4,1312.6
2011,122,4,Operations,2622.2,2787.0,2607.6,2758.3
2011,122,0,total,12714.0,13042.4,12845.3,13157.9
2011,136,1,Secretariat services for the Public Service Commission,16.9,16.5,16.5,18.2
2011,136,0,total,16.9,16.5,16.5,18.2
2011,137,1,Director of Bureau’s Office,14.2,14.2,14.2,14.3
2011,137,2,Power,21.0,25.2,26.1,33.7
2011,137,3,Sustainable Development,27.6,31.2,26.9,32.0
2011,137,0,total,62.8,70.6,67.2,80.0
2011,138,1,Director of Bureau’s Office,8.0,11.1,8.2,11.2
2011,138,2,"Buildings, Lands and Planning",646.2,1163.5,952.8,815.5
2011,138,3,Development Opportunities Office,3.0,4.5,4.5,4.7
2011,138,0,total,657.2,1179.1,965.5,831.4
2011,139,1,Director of Bureau’s Office,11.0,10.8,10.6,10.6
2011,139,2,"Agriculture, Fisheries and Food Safety",29.3,40.0,24.7,42.2
2011,155,6,Quality Support,60.6,76.3,72.9,82.0
2013,37,1,Statutory Functions,551.8,559.5,566.2,640.5
2011,139,3,Environmental Hygiene,29.1,20.0,16.7,24.2
2011,139,0,total,69.4,70.8,52.0,77.0
2011,140,1,Health,109.8,333.9,326.2,340.4
2011,140,2,Subvention: Hospital Authority,32856.2,34123.1,34210.8,36826.8
2011,140,3,Subvention: Prince Philip Dental Hospital,124.5,127.2,127.7,155.7
