"總目","帳目","分目(編號)","分目","項目(編號)","涵蓋的範圍","核准
承擔額
$'000","截至
31.3.2014止
的累積開支
$'000","2014-15
修訂預算開支
$'000","結餘
$'000"
"155","非經營帳目","603","機器、車輛及設備","859","供標準及校正實驗所的低頻實驗所更換量子化霍爾電阻系統",3500,0,0,3500
"155","非經營帳目","603","機器、車輛及設備","882","供標準及校正實驗所的直流實驗所設置新的參考光源光通量的校正服務",4200,0,4175,25
"156","經營帳目","700","一般非經常開支","813","撥款予職業訓練局以推行職業教育和就業支援先導計劃",144000,0,10500,133500
"156","經營帳目","700","一般非經常開支","816","資歷架構基金",1000000,0,0,1000000
"156","經營帳目","700","一般非經常開支","817","內地大學升學資助計劃",105300,0,3500,101800
"156","經營帳目","700","一般非經常開支","819","指定專業／界別課程資助計劃",960000,0,2938,957062
"156","經營帳目","700","一般非經常開支","820","獎學金計劃資助境外升學",347965,0,200,347765
"156","經營帳目","700","一般非經常開支","839","毅進文憑",1000000,98719,90000,811281
"156","經營帳目","700","一般非經常開支","840","電子教科書市場開拓計劃",50000,6616,22451,20933
"156","經營帳目","700","一般非經常開支","848","推行第四個資訊科技教育策略",105000,0,0,105000
"156","經營帳目","700","一般非經常開支","849","為有特殊學習困難及非華語中學生提供與就業相關經歷先導計劃",16563,0,0,16563
"156","經營帳目","700","一般非經常開支","855","專上學生內地體驗先導計劃",100000,57123,15100,27777
"156","經營帳目","700","一般非經常開支","857","課後學習支援伙伴先導計劃",110000,45066,19000,45934
"156","經營帳目","700","一般非經常開支","920","質素提升津貼計劃 ",100000,92092,1216,6692
"156","經營帳目","700","一般非經常開支","944","在學校推廣電子學習",128000,122896,2500,2604
"156","經營帳目","700","一般非經常開支","952","撥款資助香港考試及評核局在港島區提供臨時辦公地方作中央電子評卷中心",57150,36154,8333,12663
"156","經營帳目","700","一般非經常開支","974","國際公民教育研究2016",7000,0,1539,5461
"156","經營帳目","700","一般非經常開支","976","支援學校使用電子教科書",50000,44499,1881,3620
"156","經營帳目","700","一般非經常開支","986","支持2016年第五十七屆國際數學奧林匹克",3000,0,1000,2000
"156","經營帳目","700","一般非經常開支","987","資歷架構支援計劃 ",208000,72833,20000,115167
"156","非經營帳目","603","機器、車輛及設備","861","為軒尼詩道官立小學下午校轉全日制購置家具及設備",2795,0,0,2795
"156","非經營帳目","871","職業訓練局","804","加强資訊科技基本設施及服務",67218,2100,7918,57200
"156","非經營帳目","871","職業訓練局","895","網上學習平台及相關支援服務優化項目",9834,0,1664,8170
"156","非經營帳目","873","現有學校資助則例","838","為聖母無玷聖心學校轉全日制購置家具及設備",2702,2162,100,440
"158","經營帳目","700","一般非經常開支","023","推廣香港物流服務在《內地與香港關於建立更緊密經貿關係的安排》下的優勢",600,164,100,336
"158","經營帳目","700","一般非經常開支","807","海運及空運人才培訓基金",100000,0,6276,93724
"158","經營帳目","700","一般非經常開支","864","公共交通策略研究",9500,0,0,9500
"158","經營帳目","700","一般非經常開支","959","香港港口發展策略2030研究",2773,1247,1318,208
"159","經營帳目","700","一般非經常開支","868","建造業人力方面的投資",320000,124964,76000,119036
"159","經營帳目","700","一般非經常開支","870","活化歷史建築伙伴計劃",100000,28104,6174,65722
"160","經營帳目","700","一般非經常開支","837","社區參與廣播基金",45000,1114,5000,38886
"160","非經營帳目","603","機器、車輛及設備","802","提供及裝設文件式製作系統",10000,1327,5650,3023
"160","非經營帳目","603","機器、車輛及設備","803","因應高清製作提升電視台2號演播室設備",9400,7339,1700,361
"160","非經營帳目","603","機器、車輛及設備","813","為數碼聲音廣播設置流動直播室",6600,76,5600,924
"160","非經營帳目","603","機器、車輛及設備","816","更換九龍坑山FM廣播天線陣",2200,0,0,2200
"160","非經營帳目","603","機器、車輛及設備","818","數碼聲音廣播的聲音編碼及相關設備",4500,3382,100,1018
"160","非經營帳目","603","機器、車輛及設備","821","數碼地面電視在7個山頂位置的發射機",9950,6882,214,2854
"160","非經營帳目","603","機器、車輛及設備","822","數碼地面電視的演播室至發射機連接與監控及數據收集系統",8400,8060,228,112
"160","非經營帳目","603","機器、車輛及設備","823","數碼地面電視廣播網絡的超高頻組合器",5800,3397,815,1588
"160","非經營帳目","603","機器、車輛及設備","825","為香港電台數碼地面電視服務建設輔助發射站",64200,0,0,64200
"160","非經營帳目","603","機器、車輛及設備","830","更換青山發射站、金山FM發射站及筆架山發射站的天線陣",3060,0,0,3060
"160","非經營帳目","603","機器、車輛及設備","831","更換於青山的緊急交流電發電機",4000,0,428,3572
"160","非經營帳目","603","機器、車輛及設備","832","提供及裝設演播室高清攝像機",4500,3671,0,829
"160","非經營帳目","603","機器、車輛及設備","834","為三號幹線、錦田地區提供及裝設FM轉播站",4330,1763,0,2567
"160","非經營帳目","603","機器、車輛及設備","845","提供及裝設無帶化高清收錄系統",10000,8224,632,1144
"160","非經營帳目","603","機器、車輛及設備","859","媒體資產管理系統的庫藏貯存庫",9700,0,0,9700
"160","非經營帳目","603","機器、車輛及設備","860","節目製作貯存庫",8500,0,0,8500
"160","非經營帳目","603","機器、車輛及設備","861","為中文台提升直播室設備",8000,0,0,8000
"160","非經營帳目","603","機器、車輛及設備","862","虛擬布景演播室",8000,0,0,8000
"160","非經營帳目","603","機器、車輛及設備","863","更換坪洲AM發射站的無線電發射塔",7840,0,0,7840
"160","非經營帳目","603","機器、車輛及設備","872","發展及支援電視節目播放監控",7000,0,0,7000
"160","非經營帳目","603","機器、車輛及設備","873","中央控制室翻新工程",6750,0,0,6750
"160","非經營帳目","603","機器、車輛及設備","898","數碼地面電視的製作器材",7000,4555,2100,345
"166","非經營帳目","603","機器、車輛及設備","821","購置7架直昇機及相關的行動所需設備",2187500,0,0,2187500
"166","非經營帳目","603","機器、車輛及設備","869","更換2架定翼機及相關的行動所需設備",776000,563093,220,212687
"170","經營帳目","700","一般非經常開支","470","攜手扶弱基金",800000,230795,50000,519205
"170","經營帳目","700","一般非經常開支","521","創業展才能計劃",154000,51345,12500,90155
"170","經營帳目","700","一般非經常開支","811","短期食物援助",600000,219414,74400,306186
"170","經營帳目","700","一般非經常開支","821","為社會保障受助人提供額外援助金",2674000,0,2519000,155000
"173","經營帳目","700","一般非經常開支","508","持續進修基金",6200000,3699911,188415,2311674
"181","經營帳目","700","一般非經常開支","520","中小企業信貸保證計劃",30000000,214549,21400,29764051
"181","經營帳目","700","一般非經常開支","524","中小企業市場推廣和發展支援基金",3750000,3100769,237940,411291
"181","經營帳目","700","一般非經常開支","802","特別信貸保證計劃",100000000,293645,135000,99571355
"181","經營帳目","700","一般非經常開支","836","發展品牌、升級轉型及拓展內銷市場的專項基金",1000000,117813,102441,779746
"186","經營帳目","700","一般非經常開支","845","為推行長者及合資格殘疾人士公共交通票價優惠計劃而建立中央結算平台及提升相關系統",17197,6885,4209,6103
"186","經營帳目","700","一般非經常開支","852","為6條主要離島渡輪航線提供特別協助措施",190359,0,18941,171418
"186","非經營帳目","603","機器、車輛及設備","822","更換為青馬管制區、北大嶼山公路和竹篙灣提供拖車服務的特別用途車輛",15120,756,4310,10054
"186","非經營帳目","603","機器、車輛及設備","842","為觀景山隧道和香港口岸－機場隧道提供1部重型救援車輛HRV1",4080,170,170,3740
"186","非經營帳目","603","機器、車輛及設備","847","為觀景山隧道和香港口岸－機場隧道提供1部重型救援車輛HRV2",4080,170,170,3740
"186","非經營帳目","603","機器、車輛及設備","848","為觀景山隧道和香港口岸－機場隧道提供1部重型救援車輛HRV3",4080,170,170,3740
"186","非經營帳目","603","機器、車輛及設備","849","為觀景山隧道和香港口岸－機場隧道提供1部隧道洗牆車TWCV1",5760,240,240,5280
"186","非經營帳目","603","機器、車輛及設備","850","為觀景山隧道和香港口岸－機場隧道提供1部隧道洗牆車TWCV2",5760,240,240,5280
"186","非經營帳目","603","機器、車輛及設備","851","更換獅子山隧道的1部隧道洗濯車(AM5819)",5760,300,900,4560
"186","非經營帳目","603","機器、車輛及設備","874","為中環灣仔繞道和東區走廊連接路提供1部隧道洗牆車",4788,0,0,4788
"186","非經營帳目","603","機器、車輛及設備","875","為中環灣仔繞道和東區走廊連接路提供1部重型救援車輛HRV1",3528,0,0,3528
"186","非經營帳目","603","機器、車輛及設備","876","為中環灣仔繞道和東區走廊連接路提供1部重型救援車輛HRV2",3528,0,0,3528
"186","非經營帳目","603","機器、車輛及設備","877","為中環灣仔繞道和東區走廊連接路提供1部重型救援車輛HRV3",3528,0,0,3528
"186","非經營帳目","603","機器、車輛及設備","878","更換海底隧道的1部隧道洗牆車(AM3463)",4788,0,0,4788
"186","非經營帳目","603","機器、車輛及設備","879","更換青馬管制區的1部重型救援車輛(AM4364)",3880,0,0,3880
"186","非經營帳目","603","機器、車輛及設備","886","更換將軍澳隧道的1部重型救援車輛(AM5979)",4284,0,408,3876
"186","非經營帳目","603","機器、車輛及設備","887","為香港仔隧道購置1部隧道洗牆車",6048,0,576,5472
"186","非經營帳目","603","機器、車輛及設備","888","更換將軍澳隧道的1部隧道洗牆車(AM5818)",6048,0,576,5472
"186","非經營帳目","603","機器、車輛及設備","889","更換啟德隧道的1部隧道洗牆車(AM5761)",6048,0,576,5472
"194","非經營帳目","603","機器、車輛及設備","828","更換新界東化驗室1個高效液相色譜儀系統及配件",3675,0,0,3675
